"","x"
"1",-1.19299259490233
"2",-0.265697913420533
"3",0.12606077505021
"4",0.0165367397602264
"5",-0.134046281606561
"6",-1.33936013899511
"7",-0.00513168289544257
"8",1.09817644202387
"9",0.179691840362536
"10",1.00325892616808
"11",-1.1163829879885
"12",-0.439610544469752
"13",-0.0481797828758095
"14",-0.562731466274531
"15",0.859877309110811
"16",2.33352535313604
"17",-1.52036567204995
"18",0.00546576598512111
"19",0.600198151222777
"20",-0.436257406102063
"21",-1.44791982711364
"22",-0.192562003676225
"23",0.505013931839175
"24",0.111409538087869
"25",0.26496857425175
"26",0.828994266141334
"27",-1.70671263303086
"28",0.523038223894151
"29",-2.62707444433421
"30",0.927093991991506
"31",1.79745297911651
"32",-0.190205735779418
"33",1.48605436779227
"34",1.65583732152196
"35",0.305382347625009
"36",0.622444139484803
"37",0.720222482201328
"38",-0.649907635332742
"39",0.494729409445205
"40",1.26847736009709
"41",-0.824439082599604
"42",0.603751827780071
"43",-1.17564982251345
"44",-0.991855255143103
"45",-0.415512259873821
"46",0.952790566665842
"47",0.477355016097566
"48",0.964618842407329
"49",0.826449066106314
"50",1.3151123091193
"51",-1.12840776042012
"52",-1.88884131963001
"53",1.00621681337621
"54",0.635049381627791
"55",-1.02844194476285
"56",-0.298548128472923
"57",0.843616341343986
"58",-0.724802121034414
"59",-1.88132289416944
"60",-1.42303740632138
"61",-0.107877737182858
"62",-0.77661420727785
"63",1.68200227379656
"64",0.858729463304305
"65",0.350380323192664
"66",0.823877066971361
"67",-0.453694342650482
"68",-2.16929316636056
"69",1.00999675174368
"70",0.826191432828622
"71",1.68624496126768
"72",-0.238224518138232
"73",-1.5075316735623
"74",1.07435379856532
"75",-1.99133611312673
"76",-0.700838775531148
"77",-0.0718742215077278
"78",-0.699204016644669
"79",0.176267610931015
"80",0.411615658619107
"81",0.31841824543424
"82",0.855566753788186
"83",0.215184084387571
"84",-1.14915776777677
"85",-0.336473153564672
"86",-0.411449638681401
"87",-0.999830960232195
"88",-0.739088662802531
"89",1.71187298697924
"90",0.94668034818177
"91",-1.07726874521095
"92",-0.433610284024769
"93",0.968679948245542
"94",-1.91347675294585
"95",-1.38182069585924
"96",-1.48168820499724
"97",-0.755654625174692
"98",-0.0549810362881894
"99",0.107746334477316
"100",-0.144462542039017
"101",1.21051154239367
"102",1.02679979712439
"103",-1.35509814838211
"104",-0.114490130949528
"105",-0.281977354306016
"106",0.164753504274484
"107",0.820257063450158
"108",0.917743631920561
"109",2.78545517832711
"110",0.194800789300497
"111",1.49906596582945
"112",-0.803176245926764
"113",-2.17175319214686
"114",0.0949325069181928
"115",0.973809301161547
"116",0.726051643055162
"117",1.32348880275894
"118",-1.80638731620839
"119",0.483461521626419
"120",-1.60866832408671
"121",-0.799903624792481
"122",1.34008464490394
"123",-1.18177095462453
"124",-2.30714779752133
"125",0.397078433344916
"126",-0.678198979099178
"127",-1.30229372180002
"128",0.676748382442498
"129",0.184610606984008
"130",0.829881411331881
"131",-0.806959742596803
"132",0.866839178625135
"133",-1.00289808817882
"134",-1.34061107704428
"135",-0.426939852291465
"136",-0.676844022199177
"137",-0.646681063676194
"138",-0.564044423273973
"139",1.34014268610368
"140",-1.11320638192448
"141",-1.63586702664675
"142",-1.97509700691553
"143",-0.830036973229658
"144",0.0385230288014575
"145",0.922980156922104
"146",-0.776547447669632
"147",-1.99865109661882
"148",-0.870806583347852
"149",-0.20707529150993
"150",-0.14357989881185
"151",-0.490409352904143
"152",0.0827190829498904
"153",0.541805712549083
"154",-0.590574389044465
"155",0.759248231754239
"156",-0.303840272279319
"157",0.295927272574856
"158",-1.19715844712068
"159",0.750388472598854
"160",0.497494405069996
"161",-1.01499802910002
"162",0.934895394729347
"163",-0.260156799399312
"164",-0.20549363782823
"165",-0.709978448779259
"166",0.089846938413654
"167",0.601515294384685
"168",-1.75985939783927
"169",0.502498178578721
"170",1.33327527022892
"171",1.1370620594444
"172",0.726101762859715
"173",-0.848635386279197
"174",-0.156736258982717
"175",-1.62734573955496
"176",-2.63750623022612
"177",0.872839738950975
"178",0.135299642985451
"179",-0.0506253919148237
"180",0.576402807940588
"181",1.57605031391022
"182",-0.0486087610271965
"183",1.86003981885313
"184",0.215030554898776
"185",-0.45884406279067
"186",-1.63095666445033
"187",1.26874524647839
"188",0.774210555310266
"189",-0.00402006679882669
"190",3.32729698632971
"191",0.540622372052828
"192",-0.918850801799611
"193",0.19041240893789
"194",-0.23866022084892
"195",-1.09330524439435
"196",-1.16977114287148
"197",-0.440718235610038
"198",0.294192083447028
"199",0.858421483978953
"200",-0.24367762422973
"201",-0.113676230091176
"202",0.111323259857635
"203",0.726246408999435
"204",-0.2451163142938
"205",2.26241270063572
"206",-1.41948479395158
"207",-0.682961993881425
"208",0.369470067759337
"209",-0.608163918392916
"210",-0.0586050943193057
"211",-1.14791469804452
"212",0.516268243332162
"213",0.25909230135343
"214",0.0416334155146341
"215",-0.362451818272744
"216",-0.0930620788557058
"217",0.0263099529734184
"218",-0.825615018984988
"219",0.857115549149687
"220",-0.327461870690783
"221",0.248587231824666
"222",-1.14673621217664
"223",0.92478621961875
"224",0.105233866656349
"225",0.441863998023738
"226",-0.22071910538556
"227",0.396951299224037
"228",1.47980301651135
"229",0.0566073899865697
"230",0.705639220261674
"231",-0.253172706542018
"232",-1.02742525874229
"233",0.138941117060144
"234",0.862698407299795
"235",1.4287039079602
"236",0.302466694208086
"237",2.54063984396592
"238",0.0638716224562894
"239",-0.0484851599805235
"240",-0.529103518140343
"241",0.189657119140692
"242",-1.28019853696523
"243",-1.3611672728531
"244",-2.0050378324901
"245",-1.7568011861135
"246",-0.444925241911794
"247",0.343223963876216
"248",-1.22413050700327
"249",0.541781889470951
"250",0.400415156039678
"251",0.519384043013658
"252",0.570880384752555
"253",-0.265648741150729
"254",-1.205978901261
"255",0.886018048438333
"256",-0.353006239510946
"257",-1.42202876195659
"258",-0.401728054994811
"259",-0.882214190646988
"260",0.339197397174865
"261",0.216425399230699
"262",-0.674163254032013
"263",-0.534905566318876
"264",-0.887558032267925
"265",-0.260025571113625
"266",-1.37243176518874
"267",1.23256740975218
"268",2.18765111912415
"269",0.212072283732468
"270",-0.814525538101831
"271",-0.14249866531279
"272",-1.22035859359844
"273",0.0530696698846553
"274",-0.467180144240079
"275",-0.837643941848263
"276",-0.156928557811569
"277",1.18015738794902
"278",0.471544155018618
"279",-0.302824439946142
"280",1.19547753933801
"281",0.420239478749953
"282",-0.0512367832508006
"283",0.537750836472523
"284",-0.720887012194841
"285",0.548098707422142
"286",-1.54955892818893
"287",-0.308749232215913
"288",0.274353179070572
"289",-0.340382806799638
"290",1.30891346379149
"291",0.910229645082642
"292",-0.962101872969493
"293",0.352149768240617
"294",0.0973377477446217
"295",-0.167038966596977
"296",0.285406936709327
"297",-0.302966563255178
"298",-0.149458256592727
"299",-0.543372900577501
"300",0.168653278553085
"301",1.00222477825813
"302",0.927626182337669
"303",0.436690742438444
"304",0.842042325604622
"305",-0.386714342303245
"306",-0.321211637372587
"307",0.160621064695196
"308",-1.72334549826223
"309",-1.43587786970229
"310",0.387915736705286
"311",-0.606062177399823
"312",0.288282911214993
"313",0.0214558179596384
"314",-0.441303786196524
"315",0.229203148816377
"316",-1.72977108615204
"317",2.34389003615803
"318",0.705761339498435
"319",-0.206713779337712
"320",-0.118705950674955
"321",-0.0151516185643194
"322",0.73921545459698
"323",0.648530328961471
"324",-0.611916165361317
"325",-0.00324472295999995
"326",1.04303144583149
"327",0.559739441609206
"328",0.808087699421675
"329",-1.30898849490429
"330",-0.402758350862861
"331",-1.03633809733201
"332",-0.843005379866202
"333",0.941100851176194
"334",-0.0925376268593622
"335",-0.657096924152486
"336",0.288865060874175
"337",-1.40738646771817
"338",-0.692010343943841
"339",-0.666846526586375
"340",1.1027733206727
"341",-3.1294067511694
"342",-0.402061304455905
"343",0.231006299644624
"344",1.41358224090181
"345",-0.546629112052437
"346",1.69741599121815
"347",0.0362352630040898
"348",1.20348707172391
"349",0.451549160458616
"350",0.506951261959303
"351",0.775974320966032
"352",-1.70623576122675
"353",0.550350427357671
"354",-0.536313779166881
"355",-0.803391205915723
"356",1.22813662542883
"357",0.386975606084403
"358",-0.140285677429204
"359",-1.04141825037333
"360",-0.524948182464445
"361",0.249778953440893
"362",-0.225339854761669
"363",-1.05482270395906
"364",-2.04102567346137
"365",-0.0277273722049046
